id; last_times_detected; lifetime; left_lifetime; detection_confidence; blinking_freq; movement_vector; last_positions;
5333; [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0]; 231; 8; 86; 13.5; (-4.7, 3.4); [(602.0, 737.0), (598.0, 741.0), (592.0, 743.0), (588.0, 747.0), (583, 750), (578, 753), (573, 756), (568.0, 760.0), (563, 763), (559.0, 766.0), (554.0, 770.0), (548.0, 772.0), (543, 775), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (530.0, 792.0), (516.0, 795.0), (509.0, 798.0)];
5333; [1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]; 232; 7; 87; 13.5; (-4.7, 3.4); [(602.0, 737.0), (598.0, 741.0), (592.0, 743.0), (588.0, 747.0), (583, 750), (578, 753), (573, 756), (568.0, 760.0), (563, 763), (559.0, 766.0), (554.0, 770.0), (548.0, 772.0), (543, 775), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (530.0, 792.0), (516.0, 795.0), (509.0, 798.0)];
5333; [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]; 233; 6; 85; 12.0; (-4.7, 3.4); [(602.0, 737.0), (598.0, 741.0), (592.0, 743.0), (588.0, 747.0), (583, 750), (578, 753), (573, 756), (568.0, 760.0), (563, 763), (559.0, 766.0), (554.0, 770.0), (548.0, 772.0), (543, 775), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (530.0, 792.0), (516.0, 795.0), (509.0, 798.0)];
5333; [1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]; 234; 5; 83; 12.0; (-4.7, 3.4); [(602.0, 737.0), (598.0, 741.0), (592.0, 743.0), (588.0, 747.0), (583, 750), (578, 753), (573, 756), (568.0, 760.0), (563, 763), (559.0, 766.0), (554.0, 770.0), (548.0, 772.0), (543, 775), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (530.0, 792.0), (516.0, 795.0), (509.0, 798.0)];
5333; [0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]; 235; 4; 81; 10.5; (-4.7, 3.4); [(602.0, 737.0), (598.0, 741.0), (592.0, 743.0), (588.0, 747.0), (583, 750), (578, 753), (573, 756), (568.0, 760.0), (563, 763), (559.0, 766.0), (554.0, 770.0), (548.0, 772.0), (543, 775), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (530.0, 792.0), (516.0, 795.0), (509.0, 798.0)];
5333; [1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]; 236; 3; 79; 10.5; (-4.7, 3.4); [(602.0, 737.0), (598.0, 741.0), (592.0, 743.0), (588.0, 747.0), (583, 750), (578, 753), (573, 756), (568.0, 760.0), (563, 763), (559.0, 766.0), (554.0, 770.0), (548.0, 772.0), (543, 775), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (530.0, 792.0), (516.0, 795.0), (509.0, 798.0)];
5333; [0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]; 237; 2; 77; 9.0; (-4.7, 3.4); [(602.0, 737.0), (598.0, 741.0), (592.0, 743.0), (588.0, 747.0), (583, 750), (578, 753), (573, 756), (568.0, 760.0), (563, 763), (559.0, 766.0), (554.0, 770.0), (548.0, 772.0), (543, 775), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (530.0, 792.0), (516.0, 795.0), (509.0, 798.0)];
5333; [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 238; 1; 75; 9.0; (-4.7, 3.4); [(602.0, 737.0), (598.0, 741.0), (592.0, 743.0), (588.0, 747.0), (583, 750), (578, 753), (573, 756), (568.0, 760.0), (563, 763), (559.0, 766.0), (554.0, 770.0), (548.0, 772.0), (543, 775), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (530.0, 792.0), (516.0, 795.0), (509.0, 798.0)];
5333; [0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 239; 0; 73; 7.5; (-4.7, 3.4); [(602.0, 737.0), (598.0, 741.0), (592.0, 743.0), (588.0, 747.0), (583, 750), (578, 753), (573, 756), (568.0, 760.0), (563, 763), (559.0, 766.0), (554.0, 770.0), (548.0, 772.0), (543, 775), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (543.0, 786.0), (530.0, 792.0), (516.0, 795.0), (509.0, 798.0)];
6219; [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0]; 28; 9; 21; 16.5; (-5.0, 3.2); [(524.0, 789.0), (519.0, 792.0), (515.0, 793.0), (510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0)];
6219; [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1]; 29; 10; 22; 16.5; (-5.0, 3.1666666666666665); [(524.0, 789.0), (519.0, 792.0), (515.0, 793.0), (510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834)];
6219; [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0]; 30; 9; 23; 16.5; (-5.0, 3.1666666666666665); [(524.0, 789.0), (519.0, 792.0), (515.0, 793.0), (510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834)];
6219; [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1]; 31; 10; 24; 16.5; (-5.0, 3.142857142857143); [(524.0, 789.0), (519.0, 792.0), (515.0, 793.0), (510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837)];
6219; [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0]; 32; 9; 25; 16.5; (-5.0, 3.142857142857143); [(524.0, 789.0), (519.0, 792.0), (515.0, 793.0), (510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837)];
6219; [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1]; 33; 10; 26; 16.5; (-5.0, 3.125); [(524.0, 789.0), (519.0, 792.0), (515.0, 793.0), (510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840)];
6219; [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0]; 34; 9; 27; 16.5; (-5.0, 3.125); [(524.0, 789.0), (519.0, 792.0), (515.0, 793.0), (510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840)];
6219; [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]; 35; 10; 28; 16.5; (-5.0, 3.111111111111111); [(524.0, 789.0), (519.0, 792.0), (515.0, 793.0), (510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843)];
6219; [1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]; 36; 9; 29; 16.5; (-5.0, 3.111111111111111); [(524.0, 789.0), (519.0, 792.0), (515.0, 793.0), (510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843)];
6219; [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]; 37; 10; 30; 16.5; (-5.0, 3.2); [(524.0, 789.0), (519.0, 792.0), (515.0, 793.0), (510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0)];
6219; [1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]; 38; 9; 31; 16.5; (-5.0, 3.2); [(524.0, 789.0), (519.0, 792.0), (515.0, 793.0), (510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0)];
6219; [0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]; 39; 10; 32; 16.5; (-5.0, 3.2); [(519.0, 792.0), (515.0, 793.0), (510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850)];
6219; [1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]; 40; 9; 33; 16.5; (-5.0, 3.2); [(519.0, 792.0), (515.0, 793.0), (510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850)];
6219; [0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]; 41; 10; 34; 16.5; (-5.0, 3.1818181818181817); [(515.0, 793.0), (510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853)];
6219; [1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]; 42; 9; 35; 16.5; (-5.0, 3.1818181818181817); [(515.0, 793.0), (510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853)];
6219; [0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]; 43; 10; 36; 16.5; (-5.0, 3.1818181818181817); [(510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856)];
6219; [1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]; 44; 9; 37; 16.5; (-5.0, 3.1818181818181817); [(510.0, 796.0), (504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856)];
6219; [1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]; 45; 10; 38; 16.5; (-5.0, 3.1666666666666665); [(504.0, 801.0), (499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859)];
6219; [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1]; 46; 10; 39; 16.5; (-5.0, 3.1818181818181817); [(499.0, 804.0), (496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0)];
6219; [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1]; 47; 10; 40; 16.5; (-5.0, 3.1818181818181817); [(496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0)];
6219; [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0]; 48; 9; 41; 16.5; (-5.0, 3.1818181818181817); [(496.0, 808.0), (490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0)];
6219; [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1]; 49; 10; 42; 16.5; (-4.75, 3.1666666666666665); [(490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866)];
6219; [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0]; 50; 9; 43; 16.5; (-4.75, 3.1666666666666665); [(490.0, 809.0), (485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866)];
6219; [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1]; 51; 10; 44; 16.5; (-4.769230769230769, 3.1538461538461537); [(485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869)];
6219; [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0]; 52; 9; 45; 16.5; (-4.769230769230769, 3.1538461538461537); [(485.0, 814.0), (479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869)];
6219; [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1]; 53; 10; 46; 16.5; (-4.785714285714286, 3.142857142857143); [(479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872)];
6219; [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0]; 54; 9; 47; 16.5; (-4.785714285714286, 3.142857142857143); [(479.0, 817.0), (475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872)];
6219; [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]; 55; 10; 48; 16.5; (-4.785714285714286, 3.0); [(475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0)];
6219; [1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]; 56; 9; 49; 16.5; (-4.785714285714286, 3.0); [(475.0, 821.0), (472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0)];
6219; [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]; 57; 10; 50; 16.5; (-4.923076923076923, 3.0); [(472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0), (386.0, 880.0)];
6219; [1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]; 58; 9; 51; 16.5; (-4.923076923076923, 3.0); [(472.0, 824.0), (465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0), (386.0, 880.0)];
6219; [0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]; 59; 10; 52; 16.5; (-4.857142857142857, 3.0); [(465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0), (386.0, 880.0), (382.0, 883.0)];
6219; [1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]; 60; 9; 53; 16.5; (-4.857142857142857, 3.0); [(465.0, 825.0), (463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0), (386.0, 880.0), (382.0, 883.0)];
6219; [0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]; 61; 10; 54; 16.5; (-4.857142857142857, 3.0); [(463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0), (386.0, 880.0), (382.0, 883.0), (375.0, 885.0)];
6219; [1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]; 62; 9; 55; 16.5; (-4.857142857142857, 3.0); [(463.0, 827.0), (460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0), (386.0, 880.0), (382.0, 883.0), (375.0, 885.0)];
6219; [0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]; 63; 10; 56; 16.5; (-4.866666666666666, 3.066666666666667); [(460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0), (386.0, 880.0), (382.0, 883.0), (375.0, 885.0), (370.0, 889.0)];
6219; [1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]; 64; 9; 57; 16.5; (-4.866666666666666, 3.066666666666667); [(460.0, 831.0), (455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0), (386.0, 880.0), (382.0, 883.0), (375.0, 885.0), (370.0, 889.0)];
6219; [1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]; 65; 10; 58; 16.5; (-4.866666666666666, 3.066666666666667); [(455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0), (386.0, 880.0), (382.0, 883.0), (375.0, 885.0), (370.0, 889.0), (365, 892)];
6219; [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]; 66; 9; 59; 15.0; (-4.866666666666666, 3.066666666666667); [(455, 834), (450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0), (386.0, 880.0), (382.0, 883.0), (375.0, 885.0), (370.0, 889.0), (365, 892)];
6219; [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]; 67; 10; 60; 15.0; (-4.866666666666666, 3.1333333333333333); [(450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0), (386.0, 880.0), (382.0, 883.0), (375.0, 885.0), (370.0, 889.0), (365, 892), (360.0, 896.0)];
6219; [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]; 68; 9; 61; 15.0; (-4.866666666666666, 3.1333333333333333); [(450, 837), (445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0), (386.0, 880.0), (382.0, 883.0), (375.0, 885.0), (370.0, 889.0), (365, 892), (360.0, 896.0)];
6219; [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]; 69; 10; 62; 15.0; (-4.866666666666666, 3.1333333333333333); [(445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0), (386.0, 880.0), (382.0, 883.0), (375.0, 885.0), (370.0, 889.0), (365, 892), (360.0, 896.0), (355, 899)];
6219; [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]; 70; 9; 63; 15.0; (-4.866666666666666, 3.1333333333333333); [(445, 840), (440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0), (386.0, 880.0), (382.0, 883.0), (375.0, 885.0), (370.0, 889.0), (365, 892), (360.0, 896.0), (355, 899)];
6219; [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]; 71; 10; 64; 15.0; (-4.866666666666666, 3.1333333333333333); [(440, 843), (435.0, 847.0), (430, 850), (425, 853), (420, 856), (415, 859), (412.0, 861.0), (410.0, 863.0), (405, 866), (400, 869), (395, 872), (391.0, 874.0), (386.0, 880.0), (382.0, 883.0), (375.0, 885.0), (370.0, 889.0), (365, 892), (360.0, 896.0), (355, 899), (350, 902)];
